ID,Description
1463,Dynamic Data Warehouse Maintenance in Concurrent Environment.
1464,Collaborative AR game with WARPING system.
1465,User modelling for effective human web assistants.
1466,Anchor text analysis for web document description.
1467,RRL with incremental decision tree for learning.
1468,Functional joins in complex databases with nested references.
1469,Visual gesture recognition with appearance-based models.
1470,Web assistant systems optimization expert.
1471,Text database structures and word occurrences analysis.
1472,Advancing HCI through Perceptual User Interfaces.
1473,Comparison of ATNoSFERES and XCSM in controller design.
1474,CBR in agent-oriented soccer player action selection.
1475,Agent-based systems for team-oriented programming.
1476,Dynamic multiagent systems with mobile capabilities.
1477,Efficient color representation using Independent Component Analysis.
1478,Improve text classification with limited labeled data.
1479,Stylistic motion synthesis with diverse motion capture data.
1480,Java framework for agent-based systems.
1481,MOMIS Project: Common Data Model Integration.
1482,Relationlog System Installation Guide for nested relational models.
1483,Dialogue systems and virtual environments modeling techniques.
1484,Enhancing Description Logics expressiveness and efficiency.
1485,COHSE project: Open Hypermedia Service.
1486,Semantic schema evolution in databases.
1487,Automated design of learning-based multi-agent systems.
1488,Face-to-face conversation elements for embodied agents.
1489,Temporal interpolation with zonal-based algorithms for videos.
1490,Types of Incremental Learning: Informational and Operational Approaches.
1491,Reduce visual overload using haptic devices.
1492,Embodied conversational agents mimic human conversation behaviors.
1493,Router architectures for advanced differentiated services.
1494,Neurocontrollers for group construction agents.
1495,Web mining for bilingual text translation.
1496,Middleware for content adaptation across diverse clients.
1497,Semiotics in HCI: Benefits and Limitations.
1498,Resource management design principles for intelligent spaces.
1499,Summarization and visualization in video library.
1500,Wearable eSleeve for situational information discovery.
1501,Formal specification of dMARS agent architecture.
1502,Agent-oriented requirements engineering with ConGolog and i*.
1503,Model for building mediators over Web catalogs.
1504,Programmable intelligent agent avatars using DLP.
1505,Global-scale secure storage with adaptive features.
1506,Firewall rules analysis using CLP.
1507,Data-centric architecture using XML for collaboration.
1508,Multi-agent system programming language with belief revision.
1509,Enhancing genetic programming with logical grammars.
1510,Intelligent multi-agent architecture for precise web search.
1511,Interactive storytelling spaces for children using StoryRooms.
1512,Topic-driven crawlers enhance search engine scalability.
1513,Epidemic update protocol for database replication.
1514,Context-aware wearable computing with CIS integration.
1515,"Efficient, scalable routing using agent-based approach."
1516,BMDA enhances algorithms with gene dependencies.
1517,Enhanced data visualization with 3D and motion cues.
1518,Learning coordination knowledge in multi-agent systems.
1519,Reactive services pushed to XML repositories using rules.
1520,Lossless regular views in semistructured databases.
1521,Modeling physical devices using abstract data types.
1522,Cooperative coevolution benefits in neural network formation.
1523,Survey of distributed mobile robot research.
1524,Correct bias in speech and text retrieval.
1525,AdaBoost for text query refinement analysis.
1526,Automated robot behavior recognition with Hidden Markov Models.
1527,Adaptive algorithm for web text extraction.
1528,Vision-based navigation using SHOSLIF for indoors.
1529,Query transformations for improved question answering.
1530,Gesture learning for visually mediated interaction.
1531,Symbolic vision system with cellular automata and neural network.
1532,Innovative domain-specific web search engine method.
1533,Facility location algorithms with greedy heuristic.
1534,Impact of e-commerce on database transactions.
1535,Video indexing using HMMs for TV news.
1536,Query scrambling for adaptive query processing.
1537,Query answers in inconsistent databases.
1538,Modeling characters' internal states and interactions.
1539,Integrating mobile agents into web infrastructure.
1540,Design techniques enhance air traffic control interfaces.
1541,Multimedia pre-fetching prediction system for Internet.
1542,Change management in dimensional data warehousing with temporal techniques.
